"sku","storeid","cost","retail","sksinfo.zero"
"2391470","9609","18.00","59.50",0
"690174","2304","10.00","20.00",0
"7343665","5403","9.00","20.00",0
"4430729","1007","39.75","80.00",0
"4089157","3909","13.30","7.00",0
"2864780","7003","19.65","42.00",0
"5368454","6403","12.09","15.00",0
"4711535","909","6.60","16.00",0
"7778483","9303","10.37","7.50",0
"2517377","1909","10.40","35.00",0
"7167543","2707","21.00","11.00",0
"9939758","6009","8.98","22.00",0
"80113","5602","11.50","30.00",0
"1678965","4409","1.60","3.00",0
"3967691","8209","28.00","58.00",0
"5346366","5904","9.00","10.00",0
"7327870","3409","41.36","92.00",0
"6650503","1003","7.50","16.00",0
"6257416","8404","6.98","20.00",0
"3279704","7603","11.40","22.75",0
"7500691","3602","12.40","34.00",0
"6526775","1203","33.18","19.75",0
"9783145","707","5.40","15.00",0
"7957391","9503","8.00","3.99",0
"6541916","903","18.21","39.00",0
"2599209","3202","6.00","12.00",0
"3192415","4109","14.50","32.00",0
"3326556","709","15.75","35.00",0
"4740312","8602","11.00","32.00",0
"2701678","9709","6.09","15.00",0
"6910155","1509","24.75","64.00",0
"5678389","3707","17.15","29.99",1
"8589625","1904","12.58","17.00",0
"278609","2004","17.25","38.00",0
"5251599","3409","14.32","32.00",0
"8011942","8204","16.28","44.00",0
"51158","6503","12.50","34.00",0
"1322931","6903","5.25","12.00",0
"1008450","1103","16.00","29.00",0
"6751218","8703","17.15","19.50",1
"701362","309","10.40","26.00",0
"7989919","3709","7.90","12.00",0
"1249746","8402","0.00","0.00",0
"2864042","5903","15.00","39.00",1
"5238473","2103","10.40","6.50",0
"7999240","9104","39.75","79.50",0
"5959757","6109","14.50","29.99",0
"6541720","1009","48.75","97.50",0
"7156077","3909","63.00","213.00",0
"5970263","6402","15.00","35.00",0
"267875","2104","29.63","19.75",0
"7750849","4703","18.25","38.50",0
"7629716","709","16.00","39.00",0
"7088743","5002","15.75","11.00",0
"508206","3207","10.12","14.00",0
"2057236","4503","6.50","4.00",0
"2619690","3207","9.80","9.88",0
"4331801","1607","11.52","24.00",0
"6128524","2509","8.53","18.00",0
"1175","6302","60.00","159.00",0
"2299359","3103","7.75","6.00",0
"4949975","7503","30.00","75.00",1
"5038311","6209","3.87","8.00",0
"6734606","7304","2.10","7.00",0
"3986680","9404","11.00","8.00",0
"2389485","6902","11.00","39.50",0
"1470121","8403","6.90","14.99",0
"1748965","1103","1.60","3.00",0
"1854477","2704","30.00","49.99",0
"6611287","5604","9.22","38.00",0
"4348371","9103","69.00","72.50",0
"2911784","9806","8.10","18.00",0
"8718514","7704","14.34","29.99",0
"3833704","4203","6.75","11.25",0
"9567351","6202","18.21","12.25",0
"4958190","6402","45.00","42.50",0
"5848126","6004","10.24","17.00",0
"3147789","2402","10.00","7.50",0
"7811710","7202","27.50","55.00",0
"6906745","6804","5.00","3.75",0
"7767425","7407","32.50","32.50",0
"8630196","3604","12.50","32.00",0
"8890490","7302","8.40","14.00",0
"1558911","2303","7.75","3.74",0
"2477788","8209","405.00","220.50",1
"7023876","7407","2.90","3.50",0
"9526812","3003","8.65","12.00",0
"858481","6209","12.80","24.00",0
"127651","9309","79.50","89.50",0
"4960181","9706","21.75","48.00",0
"8390360","6403","16.60","34.00",0
"7098157","3307","10.50","6.00",0
"9508301","9303","9.50","6.00",0
"9397354","7407","10.00","19.75",0
"5771437","402","15.50","35.00",0
"9980953","2007","39.60","89.00",0
"3150701","7102","15.60","26.00",0
"3937657","5103","9.36","19.50",0
"7280091","9103","5.40","39.50",0
"5513392","203","275.00","595.00",0
"1127115","4604","11.50","8.50",0
"3317855","8604","22.50","27.00",0
"430287","4207","19.75","27.50",0
"5668375","4907","34.75","34.75",0
"7037364","3603","22.09","29.50",0
"4457815","8404","29.50","34.50",1
"6259671","7004","13.60","34.00",0
"9929573","5202","273.60","630.00",0
"4227873","2103","22.13","14.75",0
"5690971","9503","15.35","42.00",0
"7910095","4903","12.50","36.00",0
"4977605","2402","16.58","25.00",0
"7519825","8702","7.45","20.00",0
"327348","3407","25.96","29.99",0
"1693770","5904","8.10","18.00",0
"6447291","6109","5.00","14.00",0
"2970852","3103","9.60","24.00",0
"4847605","5104","5.50","7.00",0
"6498489","8109","15.00","20.00",0
"2221974","6009","48.75","97.50",0
"8969102","7604","11.44","6.00",0
"6580256","3902","11.65","30.00",0
"5417178","2809","19.00","12.25",0
"3999022","4404","6.25","9.99",0
"3092676","1104","31.50","9.99",1
"3617095","4004","6.50","4.00",0
"680011","6009","4.42","25.00",0
"6434449","8507","12.94","7.49",0
"5947500","6004","7.20","4.50",0
"8211408","1509","33.00","79.00",0
"778423","3002","23.60","29.50",0
"4109222","2007","7.25","18.00",0
"9401462","9503","44.00","90.00",0
"2417486","9404","39.75","39.75",0
"7339466","4607","14.40","24.00",0
"4726108","2904","7.45","5.00",0
"5729309","3103","32.00","17.25",1
"58567","3807","12.08","19.00",0
"4577475","7204","30.50","65.00",0
"4978296","3403","15.50","9.99",0
"3758336","8709","17.50","17.50",0
"1388722","9309","4.00","5.00",0
"6701378","8707","61.74","228.00",0
"1989593","8309","13.00","26.00",0
"2380057","903","6.00","16.00",0
"9590683","9309","11.25","25.00",0
"221125","2203","22.00","75.00",0
"9668868","1502","11.60","14.50",0
"2313723","3909","3.37","8.50",1
"9360673","304","4.80","6.00",0
"9137416","7007","30.50","34.75",0
"6138393","2307","29.75","29.75",0
"5359250","4209","5.75","16.00",0
"719757","3909","147.50","100.30",0
"6347351","4807","10.46","7.25",0
"9650525","9709","33.00","68.00",0
"6797635","2203","35.75","42.50",0
"6808564","7107","11.62","9.50",0
"7941055","1102","17.63","49.00",0
"6111401","4309","19.50","48.00",0
"596818","304","10.50","14.00",0
"6039733","5002","18.60","45.00",0
"4730314","6102","11.90","34.00",0
"2599103","8403","2.40","4.00",0
"8449564","7007","28.67","22.00",0
"288440","6703","26.00","59.00",1
"8452786","8402","7.68","18.00",0
"6237488","2409","31.00","34.50",1
"7733698","4703","12.75","19.99",0
"9458688","5004","18.21","24.50",0
"30696","7907","15.40","44.00",0
"8260205","7107","346.00","795.00",0
"9190967","909","2.88","7.00",0
"4271712","6104","27.50","55.00",0
"328216","9709","12.00","22.50",0
"4849564","4004","20.15","54.00",0
"1630897","4907","11.04","34.00",0
"2197381","5503","17.15","19.50",1
"2371530","5502","17.40","58.00",0
"5497841","2807","6.00","5.00",0
"361123","6204","9.00","24.00",0
"4697733","6203","28.75","29.75",0
"1339414","2402","4.70","14.00",0
"8871016","8407","92.52","330.00",0
"4087422","4402","2.50","5.00",0
"2607951","9204","7.65","20.00",0
"2401078","9204","36.49","89.00",0
"6987028","2109","12.06","19.50",0
"8098774","5704","4.50","12.00",0
"8757903","5004","7.25","11.00",0
"3930099","8607","52.30","129.00",0
"9494685","1709","4.91","3.00",0
"1637630","7003","11.99","19.00",0
"6856874","2604","41.50","95.00",0
"3079745","5402","0.00","0.00",0
"589809","7603","28.25","58.50",0
"9098695","5403","5.00","15.00",0
"1734566","209","10.50","24.00",0
"5707925","7204","4.75","12.00",0
"8396942","8702","79.50","39.99",0
"7113597","7107","17.70","29.50",0
"1768015","6304","1.47","1.00",0
"586598","2509","28.50","60.00",1
"1366776","6403","5.34","26.25",0
"4369247","5002","42.50","85.00",0
"5098560","1607","4.15","10.00",0
"4123775","4303","17.25","39.00",0
"37661","3003","26.00","14.75",1
"6221984","2504","18.50","39.00",0
"7207511","6104","31.50","69.00",0
"2027126","103","21.50","52.00",0
"5810655","4302","25.20","58.00",0
"2371737","2603","10.00","24.00",0
"3816982","4407","23.00","55.00",0
"3419257","407","9.45","20.00",0
"9176572","403","43.75","22.37",0
"1389465","1607","19.80","36.18",0
"3168414","8703","0.00","0.00",0
"5829615","3502","16.00","34.00",0
"2461621","2409","2.94","7.00",0
"2129765","407","29.70","45.56",0
"220258","3402","5.91","39.50",0
"3184425","6904","15.75","8.50",0
"167767","3009","0.00","0.00",0
"1968862","2307","14.00","24.50",1
"2921784","5803","8.10","18.00",0
"728572","1204","12.50","8.50",0
"8694329","9409","26.00","59.00",1
"1651050","6902","9.90","16.50",0
"1037971","5802","21.60","14.50",0
"5639049","7703","1.90","3.00",0
"2611405","1207","11.75","25.00",0
"6580079","802","17.10","70.00",0
"9787673","1304","33.50","79.50",0
"6149759","7002","11.50","29.00",0
"4918666","1904","6.98","10.00",0
"1418464","1702","48.75","48.75",0
"4079040","6109","22.75","39.99",0
"2537377","1207","10.40","35.00",0
"8739206","7204","18.50","25.00",0
"8037897","5803","18.00","22.50",0
"3078975","3302","3.00","5.36",0
"1588794","2702","14.50","19.50",0
"518128","5204","7.25","9.00",0
"9880995","704","23.00","78.00",0
"9619691","8404","23.00","48.00",0
"9008414","209","44.75","44.75",0
"8529256","7707","11.94","20.10",0
"4558378","7507","16.50","35.00",0
"7668041","7503","27.60","17.25",0
"1890503","3003","7.50","16.00",0
"5609877","202","30.08","64.00",0
"6453530","9304","16.50","35.00",0
"338809","7503","6.40","16.00",0
"6164425","604","13.25","9.99",0
"2244727","2702","8.10","9.00",0
"9837266","1602","9.83","15.00",0
"3900205","407","44.75","90.00",0
"5096819","7304","10.00","6.25",0
"5890351","907","5.50","9.99",0
"2887855","9303","24.50","29.50",0
"8279364","3909","65.00","30.00",0
"7172598","1207","67.50","135.00",0
"268471","4209","9.18","16.00",0
"3457841","909","49.50","39.99",0
"4888624","3109","18.00","20.00",0
"9989297","3607","39.75","79.50",0
"6310924","2402","0.00","0.00",0
"9206954","7707","24.08","55.00",0
"8489559","9002","1.50","6.00",0
"5369264","202","14.50","19.99",0
"9428620","807","8.00","9.00",0
"6999278","203","275.00","595.00",0
"1317440","4109","37.50","37.50",0
"3147541","1003","39.75","39.75",0
"558018","7102","14.25","16.25",0
"2690934","4302","10.00","24.00",0
"2982529","7804","22.09","14.75",0
"6638562","3204","10.30","14.00",0
"5504826","7804","7.00","20.00",0
"9589547","609","10.00","27.50",0
"350239","7603","7.50","22.99",0
"8859282","4802","225.00","495.00",0
"6054425","1709","11.03","5.99",0
"1889861","502","18.70","9.99",0
"5537447","8102","48.75","48.75",0
"9829577","2409","47.50","105.00",0
"6670529","8602","7.90","24.00",0
"2940301","102","16.00","50.00",0
"4441713","5002","32.50","65.00",0
"4777800","3102","10.00","14.99",0
"2730703","1609","13.78","29.00",0
"6600335","6804","35.55","69.00",0
"4839339","4409","19.75","39.50",0
"6227154","4707","16.50","11.00",0
"1070385","4109","4.50","10.50",0
"5329846","8707","13.75","34.00",0
"829653","7604","325.00","236.30",0
"5471599","6903","14.32","32.00",0
"1249865","203","8.50","9.99",0
"3420256","7103","19.50","29.99",0
"30003","1102","15.42","55.00",0
"8369282","3309","39.75","79.50",0
"2690605","5802","13.58","40.00",0
"2329031","3507","102.22","74.50",0
"8128184","1602","15.60","13.50",0
"6057621","1509","1.75","6.00",0
"4589291","5503","36.00","39.50",1
"5608347","2707","9.30","15.50",0
"1209260","1904","62.50","125.00",0
"9594893","904","20.40","34.00",0
"9001123","103","43.50","108.00",0
"1032034","4309","10.64","38.00",0
"4063591","5202","5.40","15.00",0
"2887507","3809","76.00","152.00",0
"7076220","9609","3.36","2.00",0
"9168508","4804","16.28","29.99",0
"7442005","8109","147.50","395.00",0
"4918626","404","1.68","5.00",0
"3178862","3202","18.50","24.50",1
"557822","9204","27.50","59.00",1
"7643724","1103","12.75","19.99",0
"1109873","404","32.66","79.00",0
"7808056","502","11.00","14.50",0
"139913","5202","12.36","34.00",0
"7967606","2307","20.00","12.50",0
"8929752","3503","20.50","44.00",0
"8110221","7407","42.50","85.00",0
"776174","5202","11.50","6.24",0
"3411539","3007","18.20","40.00",0
"4433732","9309","8.98","22.00",0
"3980967","7604","19.00","48.00",0
"5917431","2807","22.00","12.25",1
"4969489","5102","18.00","45.00",0
"4529267","9806","11.57","21.44",0
"9336690","8102","11.25","7.50",0
"9357975","2603","7.15","3.75",0
"8306781","3709","12.00","7.50",0
"2507362","1904","117.00","129.50",0
"2389201","1402","6.12","5.00",0
"6999493","302","39.75","79.50",0
"5798419","5603","0.00","0.00",0
"4128220","6902","8.50","5.00",0
"4197862","604","23.60","14.75",0
"5188481","7904","11.97","17.00",0
"6961992","6703","17.00","60.00",0
"4566612","5202","9.25","6.25",0
"5888630","4807","7.48","13.00",0
"7821656","9304","5.94","24.00",0
"3773591","5002","5.40","7.50",0
"7827573","807","4.50","9.50",0
"4869137","1007","26.50","39.53",0
"9539384","4807","15.75","17.50",0
"8209321","5103","17.00","9.99",0
"7389297","1702","42.50","85.00",0
"5198296","7007","1.41","1.99",0
"2147420","3009","30.50","32.50",0
"9193017","9404","9.00","12.50",0
"6690385","2503","26.78","70.00",0
"9658443","9103","39.00","22.25",1
"867348","6903","16.28","11.00",0
"6783799","3509","8.10","13.50",0
"2679954","6002","17.63","39.00",0
"8791800","1104","22.09","59.00",0
"7190397","3107","16.00","65.00",0
"7664817","7403","9.24","22.00",0
"3658029","7103","8.50","3.74",0
"6147421","9304","6.00","9.00",0
"7608187","6202","7.00","3.74",0
"1238471","902","9.90","16.00",0
"2346416","7602","19.11","11.37",0
"4211158","703","16.00","44.00",0
"4121470","2409","18.00","59.50",0
"6979410","5404","1.50","1.00",0
"1251461","107","10.40","39.50",0
"8968201","1607","19.50","15.50",0
"9760515","6104","31.50","69.00",0
"6379241","6104","8.40","17.00",0
"2181321","4707","14.75","59.50",0
"2067376","2303","18.21","12.25",0
"5198281","3709","83.50","99.50",0
"3178335","9204","16.50","14.50",0
"329755","103","11.00","29.00",0
"7278800","8109","27.50","75.00",0
"7877440","2207","16.00","29.99",1
"5474457","3802","21.30","35.50",0
"4447426","2102","32.50","32.50",0
"6209109","307","21.00","17.50",0
"228330","6703","23.75","9.99",0
"3861894","2809","18.21","49.00",0
"2660354","3304","30.00","69.00",1
"2897428","107","225.00","495.00",0
"5417391","304","10.75","25.00",0
"103990","9806","17.50","39.00",1
"6070875","8709","15.00","30.00",0
"9499576","2109","22.00","49.00",1
"531579","1102","19.50","44.00",0
"9274077","2603","37.50","19.75",1
"2200214","5704","34.75","69.50",0
"2339783","9204","15.93","35.00",0
"8653887","7107","24.00","37.50",0
"6488428","5102","48.75","24.37",0
"6374629","5502","8.50","5.50",0
"3318467","1607","33.15","39.00",0
"4409991","307","15.96","18.00",0
"8890019","9609","6.40","13.00",0
"1969233","4802","12.00","22.00",0
"1760414","8209","8.10","20.00",0
"6598348","4309","25.50","27.00",0
"3658013","2907","12.00","20.00",0
"88788","4407","24.50","27.00",0
"6531459","7604","9.50","20.00",0
"4791091","6002","17.50","49.00",0
"9106655","3709","2.10","1.50",0
"9149412","8007","6.60","18.00",0
"7374260","509","2.10","6.00",0
"4811713","1709","32.50","65.00",0
"6120000","4102","42.75","90.00",0
"6539419","1104","10.56","34.00",0
"2660403","5004","8.00","17.50",0
"5708795","6804","12.38","18.00",0
"8728510","8204","7.20","12.73",0
"7387598","4902","8.93","14.00",0
"539210","4102","29.50","49.50",0
"9207425","4403","32.50","32.50",0
"696604","907","13.23","19.00",0
"3609256","903","42.50","85.00",0
"7290509","4307","14.90","45.00",0
"3458147","8607","24.38","14.75",0
"2641450","104","21.51","78.00",0
"8848667","609","24.00","14.75",1
"6991491","2702","23.00","24.99",0
"3709961","2504","20.65","48.00",0
"4193596","1103","37.50","18.75",0
"1301755","8402","48.75","97.50",0
"4457284","1904","20.10","12.00",0
"5809294","6002","39.75","79.50",0
"9106338","2409","29.75","32.50",0
"690606","2104","6.50","20.00",0
"3019682","6302","13.32","72.00",0
"1774042","203","14.00","39.00",1
"1379932","8202","25.25","59.00",0
"2898697","3207","39.77","49.50",0
"6660177","2202","12.00","25.00",0
"2956027","5904","17.90","11.00",0
"8550653","7002","12.50","29.00",0
"9189669","4003","13.50","38.00",0
"9988958","5604","23.45","33.50",0
"2678113","8607","19.50","32.50",0
"3446744","1302","13.60","7.25",0
"4854287","7002","16.00","11.00",0
"8023433","2609","7.50","12.50",0
"6961998","2007","10.85","30.00",0
"8809152","6002","5.15","16.00",0
"1476915","7702","23.60","14.75",0
"9273307","8802","14.40","29.00",0
"7387549","3102","11.00","12.00",0
"9246362","1707","32.50","16.25",0
"7557707","3409","8.50","18.50",0
"1933759","1003","30.65","18.50",0
"259062","4109","5.50","16.00",0
"490830","4502","9.00","26.00",0
"159908","5904","44.75","22.38",0
"8008283","302","12.00","9.50",0
"1416216","9603","2.07","2.50",0
"457662","807","2.88","7.00",0
"4239579","1307","41.50","95.00",0
"339897","9503","4.50","7.99",0
"3292393","3607","15.75","7.25",0
"3246293","4404","48.75","24.37",0
"877443","1207","24.75","24.75",0
"6808131","7502","16.00","9.75",0
"211606","2504","22.00","59.00",0
"8129876","502","51.60","129.00",0
"7892671","4309","8.80","11.00",0
"388702","3107","18.21","49.00",0
"3007734","8409","17.50","17.50",0
"4818787","3202","13.50","19.99",0
"6430656","903","8.80","22.00",0
"4923802","703","6.50","18.00",0
"9819811","6403","27.00","39.99",0
"4809105","3504","46.56","98.00",0
"5471565","5104","65.00","139.00",0
"5370395","1607","12.80","32.00",0
"8848677","5304","23.50","14.75",1
"1282504","2607","9.20","19.50",0
"2480824","9309","8.80","22.00",0
"1490307","3509","10.00","19.99",0
"999528","3107","26.00","59.00",1
"260563","9503","14.73","40.00",0
"8087567","2809","25.08","53.00",0
"1598241","604","9.98","12.50",0
"1618838","6209","9.24","11.00",0
"4199124","5503","63.50","92.46",0
"7831508","4404","2.35","8.00",0
"6682574","9709","6.11","15.00",0
"4329578","2204","12.50","32.00",0
"3249601","2104","44.00","60.30",0
"1448516","6204","10.05","15.00",0
"4240453","8604","25.50","59.00",0
"373268","3702","28.00","24.50",0
"9881311","5004","27.00","65.00",0
"2640191","9204","35.00","89.50",0
"8581174","3209","14.00","36.00",0
"1668145","3304","12.50","20.25",0
"3828501","8109","15.50","49.50",0
"7130035","1004","51.60","129.00",0
"6522014","503","27.00","58.00",0
"5420862","4409","26.50","69.00",0
"9179886","5302","8.10","4.25",0
"9167842","8302","24.57","13.50",0
"5869669","3807","24.80","64.00",0
"4478959","8002","6.50","7.49",0
"1479834","3804","12.30","20.50",0
"5928497","1407","8.08","17.00",0
"4888475","5502","34.75","34.75",0
"6318564","9706","11.62","19.00",0
"6118065","303","19.00","39.99",0
"8860001","8504","10.80","36.00",0
"1647360","6704","14.34","9.75",0
"8800653","3309","28.60","65.00",0
"5347472","8504","6.26","16.00",0
"68440","6604","26.00","59.99",1
"7869368","8609","10.41","8.16",0
"2126791","7102","20.02","11.00",0
"7166826","9503","7.00","14.00",0
"7428382","2907","7.00","4.99",0
"2799704","1102","7.25","16.00",0
"6700211","5204","48.75","97.50",0
"4016618","3009","1.80","3.00",0
"7661340","103","10.25","29.00",0
"3799877","6004","7.29","20.00",0
"9658125","3804","8.40","8.75",0
"1129631","8507","19.68","45.00",0
"67667","4102","54.00","69.50",0
"5269090","107","10.00","11.00",0
"986385","9704","11.15","30.00",0
"5668761","2503","21.75","15.00",0
"3656383","4409","9.30","20.00",0
"7679787","8902","23.00","29.50",0
"5997536","3807","7.04","4.00",0
"9859652","2307","14.85","35.00",0
"4368940","7003","6.50","15.00",0
"7429463","2602","34.00","75.00",1
"1037683","6304","17.28","38.00",0
"2250689","5004","12.00","34.00",0
"1129746","4302","0.00","0.00",0
"4607361","3204","8.53","6.00",0
"4990108","2809","21.50","44.00",0
"9417495","709","8.75","16.00",0
"4929809","7402","11.25","24.50",0
"6910226","3007","6.75","28.00",0
"6976968","6304","2.25","6.00",0
"1009188","9604","11.50","7.25",0
"392617","2309","14.34","9.75",0
"3991579","5502","16.50","44.00",0
"98471","7807","9.18","16.00",0
"1898729","5303","14.40","32.00",0
"1960225","8404","26.00","58.00",0
"2627534","609","9.50","4.99",0
"137559","3003","14.00","20.00",0
"3196836","7507","11.75","14.00",0
"4139485","4309","35.42","79.00",0
"4219634","6209","22.48","60.00",0
"3067410","2804","20.15","24.99",0
"5707369","9706","10.00","10.00",0
"5413243","7403","8.00","22.99",0
"1100077","3704","9.60","24.00",0
"6340418","3102","24.50","54.00",0
"6237257","8109","6.80","4.25",0
"9640757","2707","10.21","34.00",0
"507952","502","23.60","14.75",0
"9598706","5103","82.50","225.00",0
"4198149","3502","13.66","21.00",0
"9551776","604","16.28","44.00",0
"1736294","2807","8.10","20.00",0
"6307766","5102","11.85","16.00",0
"137372","5303","7.20","4.00",0
"580364","9503","14.00","27.99",0
"4390490","2203","13.00","28.00",0
"4218169","4702","9.81","7.00",0
"4450636","2107","11.50","34.00",0
"1189847","9909","23.32","48.00",0
"1188433","7104","2.75","3.00",0
"5379612","107","13.00","26.00",0
"4156618","4603","1.80","3.00",0
"5478802","7304","46.86","75.00",0
"4609139","1102","31.00","69.00",1
"1390117","7907","31.00","69.00",0
"9899756","2804","6.75","3.75",0
"3420710","3202","33.00","68.00",0
"6004428","3402","147.16","495.00",0
"5789696","507","13.40","10.50",0
"4278696","202","15.00","24.00",0
"4211789","1104","4.53","12.00",0
"4519139","7804","31.00","69.00",1
"8358301","6002","1.41","1.99",0
"8701434","4303","22.50","75.00",0
"781067","4902","36.00","82.00",0
"3066561","2604","4.88","12.00",0
"4388914","103","0.00","0.00",0
"819803","4807","10.85","28.00",0
"2421101","6502","10.00","25.00",0
"5567052","1307","15.25","14.50",0
"9311446","5604","9.56","32.00",0
"8390341","7107","10.50","17.50",0
"3860950","7102","15.30","9.00",0
"9927695","103","88.00","112.50",0
"6369410","9604","3.35","1.75",0
"5871919","7103","17.04","49.00",0
"4247645","5704","29.00","64.00",0
"1069284","4309","7.50","7.50",0
"4756179","6704","23.46","12.50",0
"6660269","3304","4.32","10.00",0
"7406913","4202","27.60","17.25",0
"7470059","7100","83.60","167.25",0
"3960948","6804","15.93","29.00",0
"6240713","3402","13.50","29.00",0
"4661781","3509","26.00","59.00",1
"2630760","5004","18.21","49.00",0
"8320069","8002","11.84","34.00",0
"3307353","1609","8.53","12.00",0
"7427777","409","35.26","44.00",0
"3124424","2204","13.50","4.99",0
"2437541","8507","16.75","9.50",0
"868196","6804","11.60","7.25",0
"4570151","9402","2.50","7.00",0
"6678562","3403","10.30","14.00",0
"6217372","9402","7.20","8.00",0
"5151291","4302","13.00","34.00",0
"1071115","2904","60.00","119.00",0
"7388075","5603","14.72","31.00",0
"8240533","3204","14.50","38.00",0
"7721754","502","32.50","65.00",0
"6310172","903","12.00","29.00",0
"1090761","7103","6.21","7.00",0
"4507724","7302","21.50","12.00",0
"8937799","504","14.75","40.00",0
"9898348","9603","31.00","49.50",0
"9684563","3209","27.00","34.75",0
"7098118","7107","13.50","9.50",0
"3018488","1004","25.00","34.75",0
"1470569","1207","90.00","153.43",0
"6340913","4302","4.50","16.00",0
"6994203","4907","16.32","35.00",0
"868166","307","12.50","13.50",0
"5263596","4403","39.75","19.87",0
"9259528","2503","7.00","4.75",0
"4078079","8607","29.50","29.99",0
"3149876","3307","15.60","39.00",0
"4459241","8302","16.00","22.00",0
"7596135","3804","3.36","2.00",0
"3888307","4209","34.50","36.00",0
"6397358","6402","16.28","11.00",0
"3450236","802","12.00","26.00",0
"878116","4303","0.00","0.00",0
"1501299","2202","11.00","29.00",0
"2827381","7302","17.15","29.99",1
"6968309","1404","32.50","44.99",0
"6816430","902","29.75","29.75",0
"8477667","1807","11.75","12.50",0
"8480985","3302","6.00","20.00",0
"4227521","4207","7.65","18.00",0
"6298624","5304","5.50","20.00",0
"5626403","9303","11.50","7.50",0
"8434248","309","7.50","5.00",0
"1648579","3507","4.65","5.00",0
"8151998","8702","10.85","30.00",0
"517619","2204","16.50","21.00",0
"6489904","6302","1.43","4.00",0
"5309396","3403","16.00","29.99",0
"4977348","809","10.46","15.00",0
"2828965","8209","1.80","3.00",0
"1616776","4907","5.65","9.99",0
"4840607","3009","10.00","29.00",0
"2731470","7603","18.00","59.50",0
"318876","7302","20.00","12.25",0
"8007426","2007","32.50","32.50",0
"4780696","6703","24.50","64.00",0
"6979262","4903","32.50","65.00",0
"2330539","304","12.40","34.00",0
"7829108","8802","24.00","51.00",0
"6368660","9709","15.00","29.99",0
"3759463","5103","34.00","75.00",1
"8870093","3207","3.00","10.00",0
"609136","5403","35.77","19.99",0
"1696469","7902","19.27","12.25",0
"4558390","1203","43.20","14.99",0
"5559179","3103","20.40","32.16",0
"4800722","5304","13.00","34.00",0
"4920532","1509","15.50","40.00",0
"4087591","3409","29.00","16.00",0
"4819736","9309","30.00","69.00",1
"2429105","5804","13.18","38.00",0
"4997454","9909","15.50","22.50",0
"1336416","2804","20.79","12.38",0
"5790080","5503","17.75","22.00",0
"1507856","4102","14.25","10.00",0
"2006017","2503","19.63","4.99",0
"5220526","6009","26.00","54.00",0
"471934","8604","20.00","52.00",0
"5859233","5502","2.50","7.00",0
"4883642","9103","8.10","18.00",0
"2679785","202","19.50","24.50",0
"1607800","2602","7.50","15.00",0
"6808192","5503","28.60","22.50",0
"2727696","6902","15.00","9.50",0
"5428393","1602","6.25","3.74",0
"7722536","7102","4.50","12.00",0
"7818213","9604","14.06","9.50",0
"6078010","2104","15.58","20.00",0
"2028364","9402","2.72","2.50",0
"9759051","5004","1.68","5.00",0
"1129377","3607","12.60","14.00",0
"909099","7103","2.80","5.99",0
"1563414","4702","3.75","7.50",0
"7929523","7004","3.90","7.50",0
"4698122","7503","11.20","14.00",0
"2001317","509","11.50","32.00",0
"4379415","5303","11.40","10.00",0
"7308489","1202","15.00","20.00",0
"4552038","3303","7.45","20.00",0
"3339726","2504","17.78","39.50",0
"7240913","3507","4.50","16.00",0
"920797","2707","16.20","40.50",0
"1139649","7104","197.50","134.30",0
"2958848","1602","12.00","9.75",0
"7771162","8604","37.00","88.00",0
"2389209","7204","9.00","22.00",0
"2698490","8204","35.75","42.50",0
"6858506","8209","13.50","22.50",0
"9619282","3102","16.50","40.00",0
"3943991","1709","9.50","20.00",0
"6868668","1203","21.50","9.99",1
"2858501","3009","17.25","24.00",0
"828617","102","8.75","9.00",0
"6520353","404","1.35","3.00",0
"4946791","4109","31.40","17.25",0
"6318697","404","35.67","59.63",0
"7509623","6002","39.75","79.50",0
"2126578","2402","15.90","26.50",0
"5227772","1709","55.76","69.00",0
"6886526","709","26.00","14.75",1
"3359785","2809","15.50","39.00",0
"4189558","204","14.00","39.50",0
"3470785","1004","5.50","14.00",0
"8850271","4107","12.50","30.00",0
"5807933","7307","14.00","8.75",0
"701268","7002","2.35","7.00",0
"7428092","9304","19.80","24.75",0
"9256114","7904","15.25","12.49",0
"5692679","2907","16.80","28.00",0
"7019493","4702","39.75","79.50",0
"6090176","1702","30.60","99.00",0
"2620605","103","13.58","40.00",0
"2030229","3407","23.48","56.00",0
"9424399","6109","28.50","30.00",1
"1159134","4407","2.10","1.50",0
"4740526","404","28.00","58.00",0
"4937608","5504","3.75","3.00",0
"3857032","4409","13.90","9.00",0
"1239046","7902","22.00","27.50",0
"5129135","9209","36.50","58.50",0
"2058695","3507","11.75","15.00",0
"5278358","8404","24.60","42.00",0
"4491203","203","23.50","52.00",0
"2689031","6102","6.00","18.00",0
"6010401","9103","79.50","189.00",0
"5659482","202","18.50","29.50",0
"8608001","709","18.35","19.50",0
"9977464","7202","9.00","14.99",0
"4229342","2307","12.50","36.00",0
"8999056","2309","8.00","19.99",0
"9697415","3009","30.50","32.50",0
"2249589","7002","32.50","79.00",1
"2278529","9104","29.75","29.75",0
"8037897","3407","18.00","11.25",0
"7368489","2809","15.00","20.00",0
"8969255","3602","9.90","16.50",0
"4716660","6009","10.83","8.50",0
"5227245","2004","1.68","2.68",0
"960073","104","33.00","84.00",0
"7127392","6302","7.20","4.50",0
"3026812","1407","10.03","22.00",0
"2569063","3802","31.15","44.50",0
"7929357","1307","60.00","30.00",0
