"sku","storeid","cost","retail","sksinfo.zero"
8157367,1007,20.93,28.0,0
2369031,1203,42.84,35.0,0
1459282,8503,34.75,69.5,0
1918575,2509,8.0,5.0,0
2730602,8402,25.0,50.0,0
3258308,6203,22.0,50.0,0
3630334,2604,12.4,29.0,0
5669877,8409,30.08,64.0,0
5117858,8403,13.0,9.99,0
4899881,9503,32.43,69.0,0
7864873,5304,12.34,8.5,0
1479095,903,9.0,12.0,0
8098142,903,7.0,9.5,0
2777434,6604,24.2,59.99,1
7521260,7902,26.0,54.0,0
7520200,3004,30.5,65.0,0
2858441,8109,16.15,38.0,0
6538092,9409,6.82,4.87,0
2399046,2702,10.0,14.5,0
5264065,7004,17.22,11.0,0
3908441,604,21.0,49.0,1
1919832,8109,29.76,90.0,0
7918649,7502,15.47,17.0,0
9800022,7703,12.33,36.0,0
437626,5502,29.75,14.87,0
7681730,9204,2.6,6.0,0
3801295,3507,10.0,7.0,0
3089694,2907,19.95,21.0,0
2489431,2602,12.5,17.0,0
4659630,6604,12.0,30.0,0
7521431,4503,1.15,5.0,0
2742876,3403,1.68,5.0,0
8884429,4902,6.3,3.5,0
6287661,8109,10.1,21.5,0
810518,902,2.71,6.0,0
3118475,6804,23.0,29.5,0
359052,704,24.5,34.5,1
9356092,3409,23.0,26.0,0
17746,8902,17.4,14.5,0
4038439,6503,35.5,39.5,1
1378516,2203,5.82,20.0,0
164160,2609,10.5,30.0,0
9610449,7503,28.88,59.0,0
8548209,3603,11.59,22.5,0
2086365,3804,24.99,12.25,0
6767426,6204,32.5,32.5,0
1749481,407,18.21,49.0,0
1227667,2402,79.5,44.75,0
4087610,4303,11.5,7.25,0
1529578,904,22.8,38.0,0
3274288,9504,7.5,4.49,0
3999066,4209,14.56,38.0,0
178819,4607,27.6,34.5,0
8087740,1003,36.0,19.75,1
2590177,4209,23.75,69.0,0
6179102,8602,18.4,10.0,0
223673,4004,19.5,13.5,0
5108051,4507,4.25,9.0,0
6758562,2504,10.3,14.0,0
4029360,4109,21.15,50.0,0
5170214,7007,175.0,397.5,0
7889878,7703,39.77,99.0,0
1099614,4409,10.5,16.0,0
4669081,7102,12.5,27.5,0
2099598,2203,41.5,95.0,0
5670010,2807,8.89,28.0,0
6150695,7303,9.0,26.0,0
8887504,2704,17.5,39.0,1
9187339,3009,35.0,66.75,0
2948011,7503,36.0,37.0,0
8339126,6204,26.0,68.0,0
3287069,9202,19.63,24.0,0
3320569,3807,12.0,36.0,0
6069867,7107,8.0,20.0,0
4370131,3009,9.0,25.0,0
6559666,5803,57.15,138.0,0
8018782,202,59.0,99.99,0
9138392,1107,32.5,49.99,0
2246927,3202,18.7,19.99,0
4680656,8504,12.6,28.0,0
1348477,5603,9.3,26.0,0
4849542,2102,14.34,39.0,0
1058687,2009,18.0,29.99,0
6517797,107,36.0,39.5,1
5190696,1607,22.09,59.0,0
9327780,8603,24.4,34.75,0
7788992,5302,15.0,19.5,0
1459705,3307,12.0,19.5,0
5790034,3604,17.03,49.0,0
700307,404,5.35,19.0,0
8408283,2603,12.0,7.49,0
6460461,103,5.0,10.0,0
3343039,909,12.0,25.0,0
2047034,2307,11.6,15.0,0
9639443,7202,31.25,64.5,0
2148558,5604,14.4,36.0,0
2966429,703,4.2,0.99,0
5057637,2203,79.5,29.99,0
3694326,2104,26.0,59.99,1
7918011,1104,15.58,13.6,0
6139582,7404,10.75,28.0,0
4469839,9302,12.25,14.25,0
3567545,807,18.0,9.5,0
1570172,7704,1.65,6.0,0
6876366,507,9.0,10.0,0
7079746,4007,8.51,18.5,0
878051,9603,34.2,19.5,0
470252,8407,44.62,99.0,0
8268448,307,5.5,9.38,0
7977425,7307,15.2,17.5,0
8061594,7507,82.5,225.0,0
6757600,9204,11.0,8.5,0
379412,4309,11.25,32.0,0
6018924,4903,12.5,8.5,0
5700636,5603,11.4,34.0,0
9096930,4203,18.5,12.25,0
4287545,9609,11.0,6.0,0
"3541619","802","8.00","28.00",0
"8494671","4902","8.70","18.00",0
"9779912","5503","12.36","34.00",0
"2378837","309","27.65","30.00",0
"9350224","1904","30.02","79.00",0
"7098871","8202","14.00","29.00",1
"2319541","1807","14.25","10.00",0
"256054","1004","12.95","9.75",0
"2049233","2103","8.00","11.50",0
"2010606","8702","6.50","20.00",0
"4573791","2603","19.50","39.00",0
"330211","1904","20.00","32.83",0
"1231339","4202","15.50","39.00",0
"8227666","3109","33.00","45.00",0
"3637324","5303","50.00","100.00",0
"6869499","2207","25.00","45.00",0
"8166366","7604","9.60","10.00",0
"6138429","809","29.75","29.75",0
"5338099","1002","28.36","80.00",0
"8594741","9209","30.50","65.00",0
"6890806","1707","17.02","39.00",0
"5979584","403","5.20","13.00",0
"8567039","902","17.25","12.00",0
"9620204","2303","40.00","79.00",0
"8690853","209","13.69","39.00",0
"7517952","903","7.45","10.00",0
"9880558","9704","65.00","139.00",0
"3639413","409","1.50","1.99",0
"9578362","8007","2.06","2.00",0
"309722","7307","9.20","19.50",0
"3447593","1807","6.75","7.50",0
"9786522","3009","17.50","9.75",0
"4130973","2104","19.00","48.00",0
"9849653","4503","7.00","29.50",0
"2221042","7703","17.00","44.00",0
"1649786","3402","405.00","310.50",1
"3327107","4907","79.50","79.99",0
"2118679","2504","7.25","12.99",0
"3753199","3409","21.00","50.00",0
"2299335","5704","25.00","69.50",0
"7919104","707","11.00","7.25",0
"7773171","5103","14.50","24.50",1
"4369991","3303","15.96","18.00",0
"4630002","3807","32.66","79.00",0
"7460070","4504","59.16","148.00",0
"1348170","5102","12.67","20.00",0
"319887","4202","27.50","9.99",1
"5659286","5704","42.50","85.00",0
"5700532","6604","15.50","40.00",0
"5900123","5103","33.15","78.00",0
"8988593","1403","8.00","12.50",0
"2287592","2303","12.50","7.00",0
"4140162","8602","16.50","29.99",0
"3528419","7704","9.00","6.00",0
"6791713","4607","30.50","65.00",0
"3549021","4209","30.00","59.00",0
"3360770","5603","20.00","25.00",0
"7798124","2702","29.25","46.00",0
"6967897","3103","18.00","22.50",0
"2679021","4902","18.71","50.00",0
"7279519","2307","14.34","39.00",0
"5216974","9002","36.00","19.75",1
"8431266","2702","23.50","59.00",0
"2976103","5704","9.50","14.99",0
"4479259","502","32.39","9.99",0
"3290173","3807","34.00","59.00",0
"351784","2404","14.34","39.00",0
"711144","407","5.40","15.00",0
"3568393","9909","21.00","49.00",1
"2664345","4004","36.00","24.50",0
"8660809","8302","15.00","39.00",0
"4667602","7604","8.00","14.99",0
"7358818","3002","7.20","9.00",0
"5268296","4104","1.41","1.99",0
"5288671","3607","18.21","12.25",0
"5859367","604","33.00","30.60",0
"5127618","4802","28.00","29.00",0
"2249209","2007","9.00","22.00",0
"5779667","402","26.50","66.00",0
"347945","3804","29.70","49.50",0
"9251362","1109","9.00","15.00",0
"3547854","2209","24.50","17.25",0
"5774222","902","7.45","5.00",0
"5508010","1404","15.58","20.00",0
"917354","4307","31.50","69.00",0
"9176691","3109","4.20","2.50",0
"5868347","1607","30.50","32.50",0
"5539468","7302","8.00","18.00",0
"6104830","2007","20.93","29.99",0
"8849986","3702","21.00","13.50",0
"3818929","5804","5.00","9.00",0
"3473337","1003","14.00","17.50",0
"7319816","7404","25.46","40.00",0
"8408562","5102","7.00","12.50",0
"5649666","2009","16.00","29.25",0
"9088933","4402","26.40","44.00",0
"9624471","2509","2.90","1.99",0
"168457","3809","8.75","16.00",0
"2969821","3304","25.33","39.00",0
"5449261","4402","34.75","69.50",0
"6518463","7004","48.75","48.75",0
"9071127","603","20.25","56.00",0
"5468622","1004","3.40","8.04",0
"9288763","8102","0.00","0.00",0
"238313","4804","7.65","10.00",0
"9959952","6204","20.10","14.99",0
"1277537","2707","42.63","25.00",0
"1238723","5202","25.00","27.00",0
"1207495","5603","15.00","25.00",0
"1251587","9603","77.75","195.00",0
"6269263","7404","34.80","58.00",0
"5116618","1507","1.80","6.00",0
"4357844","8503","31.40","17.25",0
"8918807","7603","20.00","60.00",0
"6140404","1104","34.00","53.60",0
"8637342","8404","18.21","24.50",0
"6108564","7102","11.62","19.00",0
"3279137","6203","42.30","44.50",0
"3458811","3702","11.00","39.50",0
"3019112","4407","45.00","99.00",0
"351721","1403","32.50","65.00",0
"1848015","3004","1.60","4.00",0
"5067181","5102","19.00","24.50",1
"7409614","7807","24.00","33.50",0
"1470297","7503","10.30","36.00",0
"3408205","3507","4.30","6.00",0
"5621878","2404","17.25","38.00",0
"8709830","209","32.00","69.00",1
"5547123","6404","10.00","7.25",0
"8087937","4503","20.00","29.25",0
"9917420","6302","9.15","10.00",0
"7138581","9204","9.30","10.00",0
"9928798","9309","10.50","8.00",0
"1598771","6109","5.50","11.25",0
"4081718","3302","37.50","75.00",0
"1787393","4303","15.20","19.00",0
"4629774","709","32.00","51.75",0
"9998685","504","13.18","36.00",0
"9379128","3707","155.74","495.00",0
"382239","4104","40.00","80.00",0
"1638946","2407","12.75","18.00",0
"1728565","5402","14.58","22.50",0
"5257419","6703","11.60","14.99",0
"5441438","5602","14.00","30.00",0
"4770010","9202","12.51","36.00",0
"7968283","704","12.00","17.49",0
"1299572","1402","15.20","35.00",0
"6147719","3604","24.18","60.00",0
"4203732","4603","8.98","22.00",0
"8429297","8102","48.75","97.50",0
"9140525","3503","28.00","58.00",0
"8349757","6102","16.50","42.00",0
"3808155","102","16.00","17.00",0
"7028899","9603","19.50","12.25",0
"4841475","5402","27.60","69.00",0
"8749258","6502","39.75","79.50",0
"5641878","5903","17.25","35.00",0
"4437362","9504","14.34","19.50",0
"8998933","3702","26.40","44.00",0
"7007865","4503","139.85","134.30",0
"7699818","5802","444.00","237.00",1
"4886344","4402","39.75","19.87",0
"238471","107","73.44","128.00",0
"4150445","3704","25.00","69.50",0
"1767379","6104","17.15","29.99",1
"4690118","2207","8.40","28.00",0
"8148580","3709","6.00","8.00",0
"9060082","1607","42.50","85.00",0
"984764","6104","24.94","58.00",0
"2789072","509","3.16","9.00",0
"7688303","907","1.68","5.00",0
"6584145","2509","15.20","17.50",0
"8117420","204","10.25","9.99",0
"6211068","1003","10.00","22.99",0
"8198143","5802","14.00","42.00",0
"140703","4903","33.18","79.00",0
"9148366","6903","19.20","32.00",0
"63482","3302","26.00","14.75",1
"8850001","5104","10.80","36.00",0
"7767750","8702","15.00","39.00",1
"278052","4703","1.80","5.36",0
"4657807","1007","15.00","35.00",0
"3774065","907","39.00","79.50",0
"9328561","7403","10.88","17.00",0
"2379378","4907","27.95","65.00",0
"5310436","4307","13.50","38.00",0
"7099317","3504","29.75","59.50",0
"6450385","6109","133.80","350.00",0
"8398435","509","16.79","36.00",0
"2827335","9304","6.68","16.00",0
"6739035","4207","1.90","1.50",0
"6478123","4203","9.00","9.50",0
"1270599","3707","7.75","16.00",0
"50123","4102","25.31","49.99",0
"5598498","7403","23.25","69.00",1
"2980904","3009","1.70","6.00",0
"8907346","4104","14.34","19.50",0
"5642071","4404","16.70","72.00",0
"1280219","6209","58.80","168.00",0
"6758439","8404","38.50","42.50",1
"1159631","6804","19.68","42.00",0
"2888802","603","71.88","96.00",0
"8279795","2109","22.00","44.00",0
"4916434","1807","9.80","20.00",0
"2238508","8204","30.00","34.50",1
"1648229","503","2.10","4.02",0
"1659449","3909","12.39","29.50",0
"7258305","1004","27.00","45.00",0
"6921332","4407","15.00","34.00",0
"4146915","3603","8.10","18.00",0
"7508601","3202","23.36","48.00",0
"9288880","8302","26.00","14.75",1
"3891943","3204","16.50","44.00",0
"8890518","1207","17.00","36.00",0
"5649482","3309","18.50","36.75",0
"419975","809","72.00","179.00",0
"6213341","3902","23.50","45.00",0
"5749605","5903","9.24","22.00",0
"8504399","5603","7.50","18.00",0
"6828369","4502","8.25","6.50",0
"6560165","2609","7.29","20.00",0
"8486572","6902","8.50","7.25",0
"3500806","1703","25.50","74.00",0
"7787858","2603","17.22","11.00",0
"259461","4902","36.00","79.00",1
"9769603","8703","15.15","50.50",0
"162377","8709","24.00","50.00",0
"9118027","3807","7.70","5.50",0
"4650850","1607","25.00","24.99",1
"6870170","2502","17.50","44.00",0
"8328573","2409","9.00","6.12",0
"4920804","1002","2.25","6.00",0
"5436927","903","16.36","10.00",0
"331789","4807","3.92","12.00",0
"7943683","5602","225.00","595.00",0
"6306908","8702","12.64","12.50",0
"7328952","2603","12.50","8.00",0
"4129208","3409","18.80","39.00",0
"8344165","907","12.75","20.00",0
"8789368","7302","9.00","3.99",0
"9091148","4802","16.00","44.00",0
"927607","6902","23.25","29.00",0
"3099513","5603","34.00","75.00",1
"2719291","4802","9.66","14.00",0
"1897560","2009","13.79","16.00",0
"210213","9302","28.50","59.00",0
"1379354","8109","20.92","50.00",0
"7629458","609","8.50","7.00",0
"3860079","9603","16.38","40.00",0
"1971106","4007","7.87","25.00",0
"9476433","102","27.50","39.99",1
"7499480","4604","24.03","64.00",0
"9830844","802","11.25","24.50",0
"1460058","9709","6.75","7.49",0
"3361542","4209","22.75","50.00",0
"1768717","4103","14.34","19.50",0
"3039091","3503","34.00","14.99",0
"638946","8709","13.50","24.99",0
"5788011","6503","15.00","17.00",0
"2589415","3304","11.44","19.50",0
"3267186","8209","11.79","19.00",0
"9577748","3109","9.02","6.00",0
"3767645","1709","17.00","28.50",0
"2370896","3107","6.60","13.25",0
"17685","6102","6.67","10.00",0
"2249775","9603","21.75","45.00",0
"6880732","2603","16.00","40.00",0
"9890044","8402","33.35","94.00",0
"5818501","1007","15.50","49.00",0
"9143989","2502","6.89","14.50",0
"1741454","3707","15.75","42.00",0
"2627616","4302","22.54","27.00",0
"4300286","7104","15.00","39.00",0
"2837872","3007","5.65","29.62",0
"3758748","9404","9.79","14.00",0
"9529882","6204","47.97","119.00",0
"2028479","2109","35.75","42.50",0
"311440","3309","16.00","44.00",0
"3446733","8302","6.75","5.00",0
"1470406","3302","16.56","68.00",0
"9690083","1502","12.00","55.00",0
"3560417","6302","39.75","79.50",0
"2499775","4607","22.70","49.00",0
"1797358","4307","20.15","13.50",0
"3798773","7407","43.50","29.50",0
"8859743","8602","18.00","36.00",0
"2234144","3302","13.23","9.50",0
"4289105","3707","14.78","38.00",0
"8601335","103","6.90","19.00",0
"6263401","5904","23.75","12.37",0
"7337913","2809","6.60","10.00",0
"6667566","2402","10.75","7.25",0
"9861901","6104","48.75","97.50",0
"9781752","2103","720.00","1602.00",1
"8369007","6900","30.00","30.00",0
"5658702","4102","36.00","39.50",1
"7647619","2407","34.75","34.75",0
"7758348","4204","31.00","66.00",0
"4796811","4707","42.00","86.00",0
"779030","5004","24.60","41.00",0
"998603","2907","9.00","15.00",0
"7428430","4802","15.33","18.25",0
"2996730","8604","4.25","6.70",0
"8617059","1702","15.00","19.50",1
"8210250","9503","21.75","54.00",0
"8510839","5504","17.15","55.00",0
"1868389","7503","8.10","13.50",0
"2918129","4409","16.36","20.00",0
"3448205","8209","4.30","6.00",0
"9918312","5904","4.50","10.00",0
"7919443","1207","13.00","18.00",0
"6486712","4802","8.00","5.00",0
"4257299","7707","7.00","12.99",0
"7168390","7302","21.50","49.00",1
"3778592","6203","43.00","44.50",0
"1748152","107","14.56","8.00",0
"6541864","4107","47.50","95.00",0
"2196879","5603","31.60","19.75",0
"5921809","6009","23.00","59.00",0
"2939940","2904","15.50","34.00",0
"6040061","2904","39.00","75.25",0
"3230358","704","8.85","22.00",0
"698137","1203","3.25","4.99",0
"817589","4004","16.25","22.50",0
"1562383","7002","15.50","24.50",0
"5597031","3207","16.36","19.99",0
"1538727","6302","23.60","29.50",0
"9837422","8702","52.50","105.00",0
"9509521","8404","9.80","38.00",0
"2060975","4503","13.00","28.00",0
"3647670","2702","13.50","8.50",0
"188911","9209","7.75","3.75",0
"2947186","4307","11.79","9.50",0
"1001645","4102","15.15","42.00",0
"8710896","8604","11.04","34.00",0
"4037812","8402","115.00","119.00",0
"8907905","7507","33.18","39.50",0
"4520636","9202","11.50","34.00",0
"8710122","8204","25.30","55.00",0
"5528349","9309","13.20","22.00",0
"5019343","5103","37.75","89.50",0
"7343858","5204","5.90","4.50",0
"1659966","7804","0.00","0.00",0
"7404644","7407","2.40","0.75",0
"7538700","9309","35.67","66.75",0
"8677791","7907","12.50","19.50",1
"9019916","1203","9.50","24.00",0
"6729828","604","17.50","29.99",0
"6649241","5602","32.00","30.00",0
"4266462","2203","35.67","22.25",0
"4599671","2704","13.60","34.00",0
"6741351","6502","35.58","120.00",0
"4519770","8209","8.00","25.00",0
"8900096","8709","17.40","46.50",0
"5957426","1709","32.50","32.50",0
"7821617","3804","8.90","24.00",0
"2051968","3407","8.25","20.00",0
"9007263","4803","18.84","11.50",0
"3588317","8002","2.10","3.00",0
"1478516","6404","20.10","30.00",0
"7337638","7102","13.94","21.00",0
"4540314","1007","11.90","34.00",0
"7459363","503","65.00","32.25",0
"7487772","3802","51.66","64.00",0
"758728","8102","9.25","14.74",0
"3800214","9409","42.50","85.00",0
"9079900","3802","37.40","59.99",0
"1406406","102","9.50","24.00",0
"4408441","302","16.00","22.00",0
"5629949","403","12.80","38.00",0
"5479659","3209","37.50","75.00",0
"5269720","9309","10.25","22.99",0
"1926211","5303","42.50","42.50",0
"7391432","802","3.36","8.00",0
"9451172","2702","4.68","14.00",0
"4549772","4302","1.35","4.00",0
"290618","107","16.50","59.50",0
"2868752","4902","21.00","34.84",0
"1307413","8603","14.50","19.99",0
"6888358","4903","26.40","22.50",0
"3987128","3402","12.15","36.00",0
"9768373","2204","39.75","59.62",0
"7068086","4104","34.30","27.00",0
"4858358","903","36.00","24.50",0
"2420931","4707","12.75","20.00",0
"5589934","704","35.60","89.00",0
"6648025","2109","2.10","2.50",0
"6470353","5504","3.75","7.00",0
"3877749","4907","17.10","21.00",0
"8337378","1709","11.96","8.00",0
"3099888","1703","7.08","22.00",0
"3507442","802","29.75","29.75",0
"4990181","6004","21.75","48.00",0
"6317428","7007","32.50","32.50",0
"9911327","3504","24.00","59.00",0
"3828386","2907","32.50","49.99",0
"2039187","3103","28.98","61.00",0
"7339842","7104","15.50","39.00",0
"6536309","209","34.75","17.37",0
"5370718","1007","2.00","6.00",0
"3684853","7603","47.50","105.00",0
"4811029","4409","14.40","36.00",0
"8982714","4703","8.42","11.00",0
"5387166","4403","6.15","3.50",0
"2151947","809","18.72","37.00",0
"7859332","3307","8.00","9.00",0
"338187","1002","26.40","45.00",0
"2581784","6904","6.98","20.00",0
"157381","7103","26.00","29.50",1
"6408120","7104","7.65","10.00",0
"4858429","8002","16.17","22.00",0
"5291065","809","7.00","25.00",0
"4986434","2609","6.90","14.00",0
"1049136","2707","44.77","50.00",0
"9543126","507","2.49","3.00",0
"7377678","8602","16.60","11.00",0
"2664042","2303","19.50","9.75",1
"97307","603","10.50","21.00",0
"2850229","3202","20.25","60.00",0
"5360961","1202","1.73","4.00",0
"5354794","5403","13.50","28.00",0
"5463769","1104","48.75","24.37",0
"9288534","1709","28.50","65.00",1
"529260","1202","39.75","79.50",0
"4980628","504","5.51","15.00",0
"898156","707","2.88","3.50",0
"417414","6404","9.15","9.99",0
"7520257","1703","5.91","39.50",0
"4990084","5604","26.50","59.00",0
"2157879","1204","36.00","39.50",1
"8268371","7602","32.50","49.99",0
"3484649","507","0.00","0.00",0
"3069237","1304","3.36","8.00",0
"3720447","8609","11.06","29.50",0
"9198320","9604","35.77","24.50",0
"3808750","8803","23.65","27.50",0
"3589323","8702","14.20","29.00",0
"9228636","1302","14.00","4.99",1
"3877753","3704","10.20","14.00",0
"5109284","3609","20.00","20.00",0
"151164","8604","9.90","26.00",0
"7019743","104","22.00","44.00",0
"7909040","6302","8.00","21.00",0
"5470212","6102","17.00","12.00",0
"9018959","2607","1.65","6.00",0
"8549448","2309","12.39","29.50",0
"4294227","3503","8.75","20.00",0
"7258305","7907","27.00","45.00",0
"3188204","9104","4.60","3.00",0
"8774153","1003","21.00","11.25",0
"5330718","203","2.00","6.00",0
"9770178","6502","15.00","35.00",0
"4666618","4004","1.90","3.00",0
"5426793","4204","14.00","7.50",0
"634028","7403","4.32","7.50",0
"3121580","302","15.40","35.00",0
"3010896","2503","6.60","13.25",0
"1958946","2704","12.75","18.00",0
"2129863","802","18.50","5.99",1
"4399000","2203","14.00","4.99",0
"8186354","203","28.00","32.50",0
"6781169","3807","27.00","69.00",0
"1668470","3003","90.00","29.99",0
"8290199","5603","22.00","40.00",0
"288052","502","0.73","2.68",0
"9528481","203","25.05","37.50",0
"9860702","1407","12.50","20.00",0
"1420877","4107","9.24","22.00",0
"5789515","4309","17.00","17.00",0
"8337510","9309","28.00","59.00",0
"6893665","3502","9.00","20.00",0
"3743798","9202","13.00","9.00",0
"3151740","1904","6.00","16.00",0
"2770308","903","23.00","58.00",0
"5360671","402","10.00","22.99",0
"6439904","1307","1.68","4.00",0
"7089702","3709","14.50","29.99",0
"987956","5303","26.00","19.50",0
"4068878","5704","21.50","27.00",0
"6418674","8609","10.80","9.50",0
"7921721","3009","42.50","85.00",0
"5410971","4502","61.40","168.00",0
"8293568","8007","29.75","32.50",0
"4707348","2104","10.46","15.00",0
"6347951","9002","7.65","20.00",0
"4396122","2104","7.70","11.00",0
"5552627","2807","8.00","16.00",0
"3116432","4503","8.10","18.00",0
"2699875","2004","32.00","17.25",1
"4667619","3004","1.80","1.50",0
"8428381","203","21.50","26.00",0
"1269687","9002","5.50","11.00",0
"3083558","6002","16.50","35.00",0
"7127421","403","13.60","9.99",0
"1874690","9704","7.75","20.00",0
"2820632","1402","31.00","69.00",1
"7089743","2204","14.00","28.00",0
"1171298","2609","9.60","20.00",0
"4169140","8402","31.00","69.00",1
"6237351","3204","10.46","7.25",0
"2448084","9804","5.47","16.00",0
"182177","8507","2.10","1.50",0
"7284017","6102","16.36","10.00",0
"8780627","8002","48.40","103.25",0
"4292989","8204","15.50","38.00",0
"6488989","9503","10.75","12.00",0
"580899","5504","7.90","39.50",0
"9096094","9103","24.00","37.50",0
"1458421","802","16.50","23.00",0
"610051","8707","24.75","59.00",0
"5341624","202","4.00","20.00",0
"8900196","1102","12.50","35.00",0
"6659035","1709","1.90","3.00",0
"7248763","2204","5.00","15.00",0
"4098555","3909","16.79","9.87",0
"518722","9503","14.50","9.75",0
"7171926","5504","18.21","49.00",0
"2378236","1702","15.00","20.00",0
"6950703","8507","11.40","24.00",0
"6709244","4802","0.00","0.00",0
"8627850","802","14.00","19.75",0
"5499866","9204","9.90","22.00",0
"1660825","8407","18.00","49.00",0
"4780984","909","6.00","20.00",0
"2497414","3909","30.50","32.50",0
"1707948","1103","14.00","9.75",0
"5071439","2304","14.00","36.00",0
"4241398","6704","5.68","39.50",0
"1438827","9304","65.00","69.50",0
"7768302","3804","1.68","5.00",0
"3986257","6002","15.75","8.75",0
"5082025","6009","18.50","46.00",0
"387857","4403","19.50","49.00",0
"8974","2207","14.00","14.00",0
"4069234","4004","27.50","27.50",0
"4890529","6403","11.00","24.00",0
"6577453","7303","22.00","9.99",0
"4546618","9804","1.80","3.00",0
"8948392","7502","10.50","7.25",0
"8169479","7004","16.28","44.00",0
"7828182","6704","3.00","4.69",0
"2356904","4209","3.75","7.50",0
"8544329","209","26.00","59.00",1
"6818435","1207","39.75","59.62",0
"4113732","3309","8.98","22.00",0
"5736446","3302","31.50","37.50",0
"7779528","8002","38.50","79.00",0
"7036916","5103","11.75","17.50",0
"2961338","3202","27.65","79.00",0
"9600449","6804","28.88","58.00",0
"8618040","2809","8.50","12.99",0
"7090113","6204","16.60","34.50",0
"9950973","6203","14.25","42.00",0
"3547194","6203","22.50","45.00",1
"9964307","1709","13.85","14.75",0
"5306835","3504","14.88","35.00",0
"8631097","5302","8.08","24.00",0
"77519","7307","7.28","13.00",0
"1168479","2102","35.75","42.50",0
"3628510","9103","18.21","36.75",0
"6788357","1602","94.00","47.00",0
"3327341","309","8.50","12.50",0
"7804500","2203","9.45","6.25",0
"3094246","3407","16.25","32.50",0
"5646362","409","32.50","32.50",0
"3846266","2804","3.70","2.00",0
"7921924","1004","18.21","49.00",0
"3888308","1709","23.49","29.00",0
"6524689","6104","20.34","24.50",0
"7229814","3604","275.00","202.30",0
"5421074","6302","8.50","18.00",0
"1071090","402","12.50","39.00",0
"4506150","6104","10.34","24.00",0
"2878085","4503","10.90","14.50",0
"4537918","9806","62.50","93.13",0
"6424494","4807","10.00","7.50",0
"3137112","3609","11.75","17.00",0
"8237903","7507","11.00","7.50",0
"2577350","5503","25.96","17.25",0
"5760490","3707","28.00","58.00",0
"1768457","5504","6.00","14.00",0
"9428702","7603","14.63","9.50",0
"7651172","1402","4.24","12.00",0
"1590311","802","35.75","85.00",0
"3027313","7107","8.10","18.00",0
"8949455","3504","22.00","49.00",0
"710212","2609","10.40","39.50",0
"848395","202","31.13","21.50",0
"1540254","4402","3.85","12.00",0
"6247517","202","15.00","19.00",0
"6402075","9603","16.65","39.00",0
"7989529","3809","10.75","20.00",0
"5928563","4007","13.66","21.00",0
"2468125","3807","27.95","22.00",0
"2128668","6302","24.00","14.75",1
"2889590","4303","31.00","75.00",1
"708770","9909","44.18","98.00",0
"8668368","8702","32.50","49.99",0
"3806982","3807","23.00","55.00",0
"3788010","9504","18.86","24.00",0
"7448622","4102","7.70","11.00",0
"1201207","6903","24.00","59.00",0
"6211624","4804","8.00","25.00",0
"5626945","5502","19.60","12.25",0
"1346385","7303","11.15","30.00",0
"5739386","1407","8.00","4.00",0
"8540839","7507","17.15","55.00",0
"4238201","7002","8.00","3.74",0
"818146","307","19.78","24.50",0
"1226256","4303","17.00","12.25",0
"3108443","2609","39.00","44.50",1
"9000466","2203","11.70","29.00",0
"3300867","6102","7.72","32.00",0
"2864780","2707","19.65","42.00",0
"3268666","407","13.18","18.00",0
"1677655","8109","8.50","9.25",0
"4278719","8409","12.50","19.00",0
"6859339","2109","33.50","79.50",0
"9899837","6904","17.50","35.00",0
"4578454","7402","16.00","9.75",0
"6399023","1203","6.75","3.75",0
"3136307","3604","8.78","9.75",0
"1268633","9209","1.50","1.50",0
"9491759","7004","8.50","39.50",0
"9027351","704","18.21","19.50",0
"3990336","3504","19.50","39.00",0
"6441998","2004","54.25","150.00",0
"4089795","3007","8.75","12.00",0
"3360571","5503","9.79","4.75",0
"5169691","2304","14.20","29.00",0
"3316632","7804","11.50","6.24",0
"859679","7604","14.34","39.00",0
"3097739","5802","34.80","29.50",0
"4337876","6102","19.77","14.75",0
"8020062","9909","19.00","18.50",1
"469682","1402","2.24","5.00",0
"1809627","2103","15.75","35.00",0
"9908766","6102","28.00","14.75",1
"9100180","903","8.00","20.00",0
"6148672","6104","14.34","19.50",0
"2879105","2502","20.00","12.25",1
"2096578","7707","15.90","26.50",0
"9956460","809","11.07","7.25",0
"7988124","4407","30.96","22.00",0
"2952673","5602","43.00","89.00",0
"7768331","609","16.00","9.75",0
"6190723","1404","49.00","110.00",0
"600094","4307","72.50","145.00",0
"289733","4604","6.50","14.99",0
"5300066","6203","9.50","28.00",0
"2720674","3909","10.08","34.00",0
"8268084","4504","36.52","45.00",0
"5269524","409","7.95","20.00",0
"247353","9503","18.21","12.25",0
"210919","402","5.40","15.00",0
"421065","1509","21.05","49.50",0
"4897502","9304","24.75","32.00",0
"6940197","7902","14.50","39.00",0
"6010015","2404","31.60","79.00",0
"7899181","4303","35.50","19.75",1
"9380912","8002","5.40","15.00",0
"2617310","4603","7.50","15.00",0
"1551724","8403","14.00","39.50",0
"7206366","4202","9.00","10.00",0
"1207978","2303","12.85","7.00",0
"5831305","304","13.50","29.00",0
"9087443","5803","8.00","4.49",0
"4406379","9103","6.40","1.99",0
"6338826","2809","11.90","19.00",0
"2566920","3302","8.75","4.49",0
"6783912","3503","34.75","17.37",0
"8237345","8007","16.28","22.00",0
"4131903","3602","24.75","54.00",0
"9618605","2303","19.50","9.99",0
"3070645","2209","11.50","23.00",0
